Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,se_event,gene_number,db
Signaling By Rho GTPases R-HSA-194315,40/644,0.0024628329181028675,2.243422230177197,25.77970311659683,TFRC;FAM13B;GARRE1;SRC;ITSN1;FAF2;ARHGAP1;ARHGAP17;FAM169A;CENPA;UACA;ARHGAP12;ABR;PPP1CC;SYDE1;DBT;NCK2;ANKFY1;PLXNA1;CENPT;PLEKHG3;PRPF38B;STARD8;ACTN1;PPP2R5B;MACO1;KCTD3;PTPN13;PTK2;MPP7;WDR11;KTN1;NISCH;CLIP1;KANSL1;SHKBP1;DLG5;PKP4;ITGB3BP;PICALM,Ubr5,including,595,Reactome_2022
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,28/424,0.01194435332636939,2.370495074198778,22.4407755622231,KANK1;HDAC10;SRC;RBPJ;FGF5;FXR1;PPP1CC;ERLEC1;PORCN;GOLGA4;ZMYM2;MPRIP;EP300;TBL1X;CAMK2G;SEC31A;SMAD2;TCF7L2;CHUK;PPP2R5B;TSC2;EML4;NCOR2;NCOR1;ESRP1;RPS6KB2;BIRC6;CEP43,Ubr5,including,595,Reactome_2022
Organelle Biogenesis And Maintenance R-HSA-1852241,21/275,0.01194435332636939,2.7584501632417897,25.960493190557358,DMAC2L;PLK4;CEP57;ATP5PF;CRTC2;C2CD3;CEP164;IFT122;HAUS3;PRKAB1;LZTFL1;SIRT3;ATAT1;NCOR1;PRKAR2B;NPHP1;MKS1;TBL1X;BBS5;CEP43;GABPA,Ubr5,including,595,Reactome_2022
PI5P Regulates TP53 Acetylation R-HSA-6811555,4/9,0.01194435332636939,26.260575296108293,245.60669913611437,ING3;PIP4P1;EP300;MAP2K6,Ubr5,including,595,Reactome_2022
Cell Cycle R-HSA-1640170,37/654,0.0183346833074304,2.019123635582045,17.74932943802246,CEP57;SRC;CEP164;CENPA;PPP1CC;BRIP1;ORC6;PRKAR2B;RUVBL2;CHEK2;NSD2;PPP6R3;EP300;E2F6;POLE;PLK4;CENPT;NEK9;CENPX;ESCO1;NUP155;PPP2R5B;HAUS3;EML4;POLA1;CLIP1;WEE1;SHQ1;TFDP2;KANSL1;CHMP2A;MDM4;NCAPD3;CEP43;BLZF1;ITGB3BP;MCPH1,Ubr5,including,595,Reactome_2022
Regulation Of TP53 Activity Thru Acetylation R-HSA-6804758,6/29,0.019177933705386504,8.584336015353953,74.06446362065401,ING3;PIP4P1;MEAF6;BRPF3;EP300;MAP2K6,Ubr5,including,595,Reactome_2022
RND2 GTPase Cycle R-HSA-9696270,7/43,0.02256504742711309,6.405092592592593,53.05076257089985,NISCH;TFRC;DLG5;ARHGAP1;PKP4;PTPN13;KTN1,Ubr5,including,595,Reactome_2022
Regulation Of TP53 Activity R-HSA-5633007,14/157,0.02256504742711309,3.24576628191086,26.824795017281136,PRKAA1;TBP;MEAF6;BRPF3;EHMT2;PRKAB1;BRIP1;ING3;PIP4P1;CHEK2;EP300;MDM4;TAF2;MAP2K6,Ubr5,including,595,Reactome_2022
Mitotic Prometaphase R-HSA-68877,15/186,0.03742451968304061,2.9089534180278283,22.316367265882818,PLK4;CEP57;CENPT;NEK9;CEP164;PPP2R5B;HAUS3;CENPA;EML4;PPP1CC;CLIP1;KANSL1;PRKAR2B;CEP43;ITGB3BP,Ubr5,including,595,Reactome_2022
NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947,7/48,0.037688656276321286,5.6225319396051106,42.644307497834916,NCOR2;TLE1;NCOR1;HDAC10;EP300;TBL1X;RBPJ,Ubr5,including,595,Reactome_2022
DNA Repair (GO:0006281),25/291,0.005475912449430864,3.1557512201556523,41.02005076054199,FMR1;PNKP;NUDT1;CIB1;HPF1;CHEK2;NSD2;POLI;KMT5B;POLE;NHEJ1;UVRAG;CENPX;FANCM;UBE2B;USP3;ACTR5;XRCC3;RECQL;RAD23A;CHD1L;APTX;FANCG;RAD52;POLA1,Ubr5,including,595,GO_Biological_Process_2023
Histone Modification (GO:0016570),11/81,0.03272429316679799,5.202666340508806,54.71956296524316,ING3;MEAF6;UBE2B;RUVBL2;USP3;BRMS1L;TADA3;EP300;TBL1X;MTA3;KAT14,Ubr5,including,595,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),215/5175,3.4706747795567617e-6,1.6477477716468591,29.901861094320328,PANK2;TFRC;HDAC10;EHMT2;ITSN1;NUDT1;RBPJ;GPATCH8;CHEK2;SPATA24;FAM53C;ANKFY1;FAM53A;CCNL2;TRIM21;ESCO1;DDX11;SLC35C2;NSMCE2;RECQL;CIRBP;MTUS1;ARMC8;RFX1;ISL1;PRKAB1;NISCH;BLZF1;MEAF6;SRCAP;COPS7B;BAZ2B;MTDH;UBE2J1;FXR1;DGUOK;DHX30;DPH3;NHEJ1;KAT14;SEC31A;HACE1;PHC1;TIPARP;XRCC3;UPF3B;TMEM192;NTAN1;PBX1;PTK2;SRPK1;POLA1;STAG1;CDIN1;PKIG;CEP57;RPAIN;SLC35F6;SETD6;ZBTB8OS;MIA3;MED15;N4BP2L2;SMG6;ING3;ZMYM2;UBXN7;CTSH;ARIH1;GPRASP1;DLGAP5;GABPA;APPL1;STRADA;TFE3;SIRT3;NCOR2;GAK;MED22;NCOR1;G2E3;MYRF;AKAP8;CENPA;ECPAS;GGA1;RNF138;NSD2;HSF1;USP1;APBB2;TBL1X;APBB3;SRSF11;NKTR;EVC2;MYEF2;PCGF5;APTX;SEC23IP;TTC3;NBR1;CEP43;EEF1AKMT2;CRTC2;DGKD;CCNT1;FMR1;GEMIN2;CTNND1;PRDM5;UBP1;ARID4B;CIB1;VIRMA;PPP1CC;RUVBL2;EP300;KMT5B;TRAPPC14;TLE1;USP3;PUS1;IPMK;TSC2;CHD1L;CFAP410;FOXP1;CLIP1;ILF3;DMTF1;PKP4;KMT2D;ANKRD16;DEAF1;SAFB2;CAMTA1;TBC1D14;ZC3H14;PIBF1;BPTF;OSBPL9;SMAD2;UBE2B;BRPF3;VTA1;MACO1;UBOX5;DLG1;KIF18B;TADA3;UBA3;MDM4;PICALM;KDM5C;NXT1;RNF14;AKAP8L;CEP164;UFSP2;RESF1;SENP6;HPF1;DBP;AP1G1;PPP6R3;TLK2;TLK1;POLE;RBM5;ILKAP;TBP;ACTR5;PPP2R5B;RAD23A;TRNAU1AP;MSL1;EPN2;METTL22;PKM;ELF2;TFDP2;SLC25A19;ESRP1;DNAJC5;BIRC6;GAPDH;ITGB3BP;LAMA5;VAC14;PRKAA1;UHRF2;PNKP;WIZ;UACA;CECR2;ATXN1L;IGF2BP1;BNIP2;E2F6;MTA3;TCF7L2;TPRKB;PTPN13;MCOLN1;USP28;CHFR;RAD52;WEE1;KANSL1;BRMS1L;TAF8;ACIN1;RGS12;TAF2,Ubr5,including,595,GO_Cellular_Component_2023
Nucleus (GO:0005634),189/4487,8.486681987057633e-6,1.6362421976540813,27.09586705892034,PANK2;CRTC2;DGKD;CCNT1;HDAC10;EHMT2;FMR1;GEMIN2;CTNND1;PRDM5;NUDT1;UBP1;ARID4B;CIB1;RBPJ;VIRMA;GPATCH8;PPP1CC;RUVBL2;CHEK2;SPATA24;FAM53C;EP300;KMT5B;FAM53A;CCNL2;TRIM21;TLE1;ESCO1;DDX11;USP3;PUS1;IPMK;NSMCE2;RECQL;CIRBP;MTUS1;TSC2;ARMC8;CHD1L;ISL1;PRKAB1;FOXP1;CLIP1;ILF3;DMTF1;PKP4;BLZF1;KMT2D;ANKRD16;MEAF6;SRCAP;COPS7B;BAZ2B;MTDH;UBE2J1;FXR1;DGUOK;DHX30;DEAF1;DPH3;SAFB2;CAMTA1;ZC3H14;PIBF1;NHEJ1;KAT14;BPTF;SMAD2;HACE1;PHC1;UBE2B;TIPARP;BRPF3;XRCC3;UPF3B;TMEM192;MACO1;NTAN1;PBX1;PTK2;SRPK1;POLA1;UBOX5;STAG1;DLG1;KIF18B;TADA3;UBA3;MDM4;CDIN1;PKIG;PICALM;CEP57;RPAIN;KDM5C;NXT1;RNF14;SETD6;AKAP8L;ZBTB8OS;UFSP2;MED15;N4BP2L2;SMG6;RESF1;SENP6;HPF1;ING3;ZMYM2;DBP;PPP6R3;TLK2;TLK1;UBXN7;ARIH1;GPRASP1;POLE;DLGAP5;GABPA;RBM5;APPL1;ILKAP;TBP;STRADA;ACTR5;TFE3;PPP2R5B;RAD23A;TRNAU1AP;SIRT3;MSL1;NCOR2;MED22;METTL22;NCOR1;PKM;ELF2;TFDP2;SLC25A19;ESRP1;G2E3;BIRC6;GAPDH;ITGB3BP;LAMA5;PRKAA1;MYRF;UHRF2;PNKP;AKAP8;WIZ;CENPA;UACA;ECPAS;CECR2;RNF138;NSD2;ATXN1L;HSF1;USP1;IGF2BP1;APBB2;TBL1X;E2F6;APBB3;MTA3;SRSF11;NKTR;EVC2;TCF7L2;MYEF2;PCGF5;TPRKB;PTPN13;USP28;APTX;CHFR;RAD52;WEE1;KANSL1;BRMS1L;TTC3;TAF8;ACIN1;RGS12;CEP43;EEF1AKMT2;TAF2,Ubr5,including,595,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),16/143,5.037117621757327e-4,4.194688099220758,50.6334221861044,HAUS3;EML4;ATAT1;WRAP73;KIF18B;ZZZ3;NCOR1;TFDP2;TADA3;NUSAP1;TRAPPC14;PKP4;MAP4;TBL1X;KAT14;DLGAP5,Ubr5,including,595,GO_Cellular_Component_2023
Nucleolus (GO:0005730),40/771,0.03231735844461112,1.8411407303336167,14.032816585215297,MEAF6;CCNT1;FMR1;GEMIN2;SPPL2B;PNKP;PRDM5;AKAP8;RBPJ;TENT4B;SMG6;FXR1;PPP1CC;TCOF1;ATXN1L;NUSAP1;CAMTA1;BNIP2;UTP20;SPG11;ZC3H14;DEDD;PLK4;KRR1;DDX11;MTUS1;UPF3B;APTX;DDX50;FANCG;METTL22;POLA1;ILF3;WEE1;ZZZ3;SHQ1;TTC3;WDFY3;RGS12;ZCCHC4,Ubr5,including,595,GO_Cellular_Component_2023
Nuclear Lumen (GO:0031981),40/780,0.03240158411430596,1.817871925980034,13.445088301988111,MEAF6;CCNT1;FMR1;GEMIN2;SPPL2B;PNKP;PRDM5;AKAP8;RBPJ;TENT4B;SMG6;FXR1;PPP1CC;TCOF1;ATXN1L;NUSAP1;CAMTA1;BNIP2;UTP20;SPG11;ZC3H14;DEDD;PLK4;KRR1;DDX11;MTUS1;UPF3B;APTX;DDX50;FANCG;METTL22;POLA1;ILF3;WEE1;ZZZ3;SHQ1;TTC3;WDFY3;RGS12;ZCCHC4,Ubr5,including,595,GO_Cellular_Component_2023
Influence Of Laminopathies On Wnt Signaling WP4844,8/35,0.0024078538472115177,10.118414188836724,122.84247377063026,TCF7L2;SREBF1;TCF7L1;TLE1;AGO2;EMD;TOR1AIP1;TARBP2,Wt1,skipping,576,WikiPathway_2023_Human
Angiogenesis WP1539,6/24,0.008489016089191406,11.348538011695906,112.83959839397893,SMAD1;FLT1;SRC;PTK2;FGFR2;VEGFA,Wt1,skipping,576,WikiPathway_2023_Human
VEGFA VEGFR2 Signaling WP3888,28/430,0.008489016089191406,2.417728873878781,23.649830302729384,ATF2;HDAC5;FLT1;SHC1;SRC;MAPKAP1;RPL10A;GIGYF2;HDAC7;FLNB;RICTOR;BRD4;MAP2K3;RBM39;PRKCD;ADAM10;FRS2;PTPN14;PTK2;EPN1;VEGFA;AFDN;NR4A1;ARMCX1;ITCH;MYO1C;CREB1;EIF4G1,Wt1,skipping,576,WikiPathway_2023_Human
Mitochondrial Gene Expression WP391,5/19,0.01825687787427166,12.140355266449838,105.965711537964,MYEF2;CREB1;NRF1;PPRC1;HCFC1,Wt1,skipping,576,WikiPathway_2023_Human
TGF Beta Signaling Pathway WP366,12/132,0.03963331268594137,3.422695035460993,26.457825248246458,NUP214;MAP2K3;ATF2;DAB2;ITCH;SHC1;SRC;LIMK2;WWP1;RNF111;PTK2;UCHL5,Wt1,skipping,576,WikiPathway_2023_Human
Organelle Biogenesis And Maintenance R-HSA-1852241,21/275,0.037107332071183156,2.8557139816982335,28.189393517753302,CEP57;IQCB1;CEP164;PRKAG2;ASAP1;NRF1;PPRC1;HAUS2;HCFC1;SIRT3;PCM1;NCOR1;CREB1;INPP5E;NPHP1;EXOC4;CEP63;IFT57;BBS5;CLASP1;CDK5RAP2,Wt1,skipping,576,Reactome_2022
Signaling By EGFR R-HSA-177929,8/49,0.037107332071183156,6.658536585365853,63.535646720792634,NRAS;SHC1;SRC;LRIG1;ADAM10;EPS15L1;ARHGEF7;EPN1,Wt1,skipping,576,Reactome_2022
Signaling by EGFR in cancer,14/111,0.0031304047309278107,4.963458927981803,62.04321112542103,CHUK;SHC1;SRC;MAPKAP1;PRKCD;ADAM10;EPS15L1;EPN1;NR4A1;NRAS;CREB1;LRIG1;RICTOR;ARHGEF7,Wt1,skipping,576,BioPlanet_2019
ERBB1 internalization pathway,8/41,0.00781892146654651,8.27614169867691,90.13929411545905,NRAS;SHC1;SRC;LRIG1;CHMP3;ARHGEF7;EPN1;PTK2,Wt1,skipping,576,BioPlanet_2019
Angiogenesis,6/23,0.010342811289569915,12.01671826625387,122.64566883971423,SMAD1;FLT1;SRC;PTK2;FGFR2;VEGFA,Wt1,skipping,576,BioPlanet_2019
Signaling by FGFR in disease,13/128,0.01766913731523989,3.8770098077071586,36.378151080758286,CHUK;SHC1;SRC;MAPKAP1;PRKCD;FRS2;NR4A1;NRAS;FGF8;CREB1;RICTOR;LRRFIP1;FGFR2,Wt1,skipping,576,BioPlanet_2019
Mitochondrial gene expression,5/19,0.02720315284148682,12.140355266449838,105.965711537964,MYEF2;CREB1;NRF1;PPRC1;HCFC1,Wt1,skipping,576,BioPlanet_2019
PI3K cascade,8/57,0.03009141784617311,5.569129060074734,47.03217311876836,NR4A1;FGF8;CREB1;CHUK;MAPKAP1;FRS2;RICTOR;FGFR2,Wt1,skipping,576,BioPlanet_2019
Mitochondrial tRNA aminoacylation,5/21,0.032420439706249034,10.621716287215412,87.27288515362407,SARS2;KARS;TARS2;EARS2;FARS2,Wt1,skipping,576,BioPlanet_2019
Signaling by ERBB4,10/93,0.03578206366978007,4.1170335050449145,32.83848965823058,NR4A1;NRAS;ITCH;CREB1;NCOR1;CHUK;SHC1;MAPKAP1;WWP1;RICTOR,Wt1,skipping,576,BioPlanet_2019
mTOR signaling pathway,11/113,0.03578206366978007,3.6880444213083465,28.667591923455408,EIF4A2;SREBF1;NRAS;CAB39;CAB39L;STRADA;MAPKAP1;ULK1;RICTOR;EIF4G1;VEGFA,Wt1,skipping,576,BioPlanet_2019
Deadenylation of mRNA,5/23,0.03578206366978007,9.440552636699747,73.26931214860208,EIF4A2;CNOT4;CNOT2;CNOT10;EIF4G1,Wt1,skipping,576,BioPlanet_2019
Deadenylation-dependent mRNA decay,7/49,0.03638254443587764,5.677211482132396,43.425971574395945,EIF4A2;CNOT4;CNOT2;LSM1;CNOT10;EXOSC1;EIF4G1,Wt1,skipping,576,BioPlanet_2019
Phosphatidylinositol metabolism,7/50,0.037830458465806474,5.544897208484898,41.71501560225003,MTMR3;MTMR14;INPP5E;INPPL1;PIP5K1C;PIK3C2A;MTMR4,Wt1,skipping,576,BioPlanet_2019
Signaling by NGF,16/221,0.04240259207668124,2.6786062717770034,19.44578780347852,CHUK;SHC1;SRC;MAPKAP1;PRKCD;ARHGEF16;FRS2;RTN4;AKAP13;NR4A1;NRAS;CREB1;IRAK1;RICTOR;ARHGEF7;DNAL4,Wt1,skipping,576,BioPlanet_2019
Signaling by ERBB2,10/102,0.04240259207668124,3.7125518512828393,26.867869279457533,NR4A1;NRAS;CREB1;CHUK;SHC1;SRC;MAPKAP1;PRKCD;RICTOR;RNF41,Wt1,skipping,576,BioPlanet_2019
Integrin alpha-2b beta-3 signaling,3/7,0.04240259207668124,25.418848167539267,182.47161306234,SHC1;SRC;PTK2,Wt1,skipping,576,BioPlanet_2019
GAB1 signalosome,6/39,0.04240259207668124,6.185326953748007,44.04793348750987,NR4A1;CREB1;CHUK;SRC;MAPKAP1;RICTOR,Wt1,skipping,576,BioPlanet_2019
ERBB1 downstream pathway,10/106,0.047998780583478305,3.557126030624264,24.67495880621985,ATF2;SMAD1;ACTR2;NRAS;CREB1;SRC;MAPKAP1;PRKCD;ABI1;RICTOR,Wt1,skipping,576,BioPlanet_2019
RNA Binding (GO:0003723),78/1411,8.277498798587724e-6,2.1256790101139744,37.769230035421685,EIF4A2;DBR1;RBM25;TFRC;RTCA;AKAP8L;ADAR;RPL10A;GPATCH8;FARS2;EIF4ENIF1;ALKBH1;NUSAP1;MRPL9;LRRFIP1;MTPAP;EIF5A;ABT1;MBNL1;PABPC4;RBM19;NOSIP;PRPF4B;TRNAU1AP;PPRC1;DDX50;REXO4;UCHL5;SARS2;SLTM;HNRNPUL1;NOA1;ZC3H11A;ESRP1;SRFBP1;ANKRD17;MACF1;STAU1;DDX25;PRKRIP1;RRBP1;RTF1;GIGYF2;RTN4;TBRG4;UNK;HNRNPDL;ERI3;SERPINH1;FLNB;EXOSC1;GCN1;TEFM;RBM39;TRMT10B;ZRANB2;MYEF2;YTHDF3;RBPMS;MCRS1;ELP1;ADAT1;LSM1;RSRC2;HELZ;NOC3L;APTX;TARBP2;KTN1;PUM2;NAP1L4;CNOT4;TBL2;AGO2;ZYX;R3HDM1;TNRC6A;EIF4G1,Wt1,skipping,576,GO_Molecular_Function_2023
Cadherin Binding (GO:0045296),23/319,0.005491227057354917,2.6876985484580422,26.30084573508542,UNC45A;MACF1;PDXDC1;CEMIP2;SRC;ARHGEF16;ASAP1;EPS15L1;CLINT1;GIGYF2;RTN4;HCFC1;KTN1;PDLIM1;PPFIBP1;ARVCF;BAIAP2L1;ABI1;STK38;FLNB;LRRFIP1;EMD;GCN1,Wt1,skipping,576,GO_Molecular_Function_2023
Ubiquitin-Protein Transferase Activity (GO:0004842),27/412,0.005491227057354917,2.432063018948265,23.31874517373251,UHRF2;LTN1;UBR1;UBE2J2;ZNRF1;RNF115;UBE2Q2;ARIH2;TRIM26;RFFL;RNF111;FBXO9;WWP1;PEX2;TOPORS;PJA2;CHFR;RNF41;RNF146;CNOT4;TRAF7;ITCH;TTC3;RNF181;BCOR;FBXL5;TAF1,Wt1,skipping,576,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),19/240,0.005491227057354917,2.9639796258235376,28.27284528847456,UHRF2;WWP1;TOPORS;PJA2;CHFR;RNF41;RNF146;CNOT4;TRAF7;ZNRF1;RNF115;ITCH;UBE2Q2;TTC3;ARIH2;RNF181;BCOR;FBXL5;FBXO9,Wt1,skipping,576,GO_Molecular_Function_2023
Kinase Binding (GO:0019900),29/460,0.005491227057354917,2.3362911811738356,22.21286771734104,ATF2;TFRC;CAB39;MAPKAP1;PRKRIP1;WWC2;PRKAG2;EIF4ENIF1;RACGAP1;IRAK1;PDCD10;CHP1;RICTOR;RFFL;CDK5RAP2;MAP2K3;TCF7L2;PPP1R12A;STRADA;PRKCD;AP1B1;ADAM10;VRK1;OXSR1;PTK2;TBL2;DNAJA3;ANKRA2;ARHGEF7,Wt1,skipping,576,GO_Molecular_Function_2023
Histone H3K9 Methyltransferase Activity (GO:0046974),4/9,0.005491227057354917,27.159440559440558,257.4430377986362,SETD5;SUV39H2;EHMT2;EHMT1,Wt1,skipping,576,GO_Molecular_Function_2023
Double-Stranded RNA Binding (GO:0003725),8/65,0.03305815411597446,4.785520138374104,36.033459028724415,MBNL1;TFRC;PRKRIP1;AGO2;ADAR;LRRFIP1;APTX;TARBP2,Wt1,skipping,576,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),16/225,0.0403258328014678,2.626794258373206,18.565065799598823,STOML2;MAPKAP1;DAPK3;ARHGEF16;GCC2;CYRIB;RASIP1;RNF41;STRN3;AKAP13;AP3M1;GOLGA4;MYO1C;RAB3GAP2;RIN3;ULK1,Wt1,skipping,576,GO_Molecular_Function_2023
Protein-Lysine N-methyltransferase Activity (GO:0016279),7/54,0.0403258328014678,5.071944060127884,35.75447515085943,SETD5;SUV39H2;SETD2;KMT5C;EHMT2;EHMT1;KMT5B,Wt1,skipping,576,GO_Molecular_Function_2023
Protein Kinase Binding (GO:0019901),28/511,0.0403258328014678,2.003702528297895,13.97439449138593,ATF2;HDAC5;TFRC;MAPKAP1;PRKRIP1;PRKAG2;RACGAP1;IRAK1;PDCD10;STK38;RICTOR;RFFL;CDK5RAP2;MAP2K3;TCF7L2;PPP1R12A;PRKCD;AP1B1;ADAM10;VRK1;OXSR1;PTK2;PJA2;TBL2;DNAJA3;TCF3;ANKRA2;ARHGEF7,Wt1,skipping,576,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activator Activity (GO:0043539),7/56,0.04238203374362096,4.864423801154908,33.22033489920467,CCNT2;CCNT1;CAB39;CAB39L;STRADA;RICTOR;GCN1,Wt1,skipping,576,GO_Molecular_Function_2023
Protein Phosphorylation (GO:0006468),32/500,0.02356691703814071,2.3826043237807943,25.367349993781513,ATF2;FLT1;CCNT1;CAB39;SRC;PRKAG2;IRAK1;STK38;CHEK1;RICTOR;MAP4K5;MARK3;CDK18;CHUK;STRADA;LIMK2;DAPK3;PRKCD;ADAM10;CDC7;PRPF4B;VRK1;OXSR1;PTK2;MELK;CREB1;TAF4B;ULK1;SIK2;FGFR2;CAMK1G;TAF1,Wt1,skipping,576,GO_Biological_Process_2023
Protein K48-linked Ubiquitination (GO:0070936),10/70,0.02356691703814071,5.702002355712603,59.297156568681565,RNF146;ZNRF1;RNF115;ITCH;UBE2Q2;TTC3;ARIH2;RFFL;TOPORS;FBXO9,Wt1,skipping,576,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),19/228,0.02356691703814071,3.13611881834503,32.09519667983383,SUV39H2;HDAC5;SETD2;PBRM1;MCRS1;USP3;BAZ2B;MYSM1;UCHL5;HCFC1;GATAD2A;TAF6L;CECR2;CHEK1;GET1;BCOR;HDGFL3;BPTF;KDM6A,Wt1,skipping,576,GO_Biological_Process_2023
DNA Repair (GO:0006281),22/291,0.02356691703814071,2.827761598647216,28.628860902664567,SETD2;SLC30A9;BLM;TEX264;MGMT;KMT5C;ASCC1;USP3;PNKP;RECQL;PDS5B;MLH1;FANCE;APTX;FANCG;REXO4;TDP2;ALKBH1;CHEK1;EP400;KMT5B;ATRIP,Wt1,skipping,576,GO_Biological_Process_2023
Phosphorylation (GO:0016310),28/429,0.0254972320479432,2.4238855416204017,23.808236433151922,CCNT1;MAPKAP1;PRKAG2;HK2;IRAK1;STK38;CHEK1;RICTOR;MAP4K5;MARK3;CDK18;CHUK;STRADA;LIMK2;DAPK3;PRKCD;ADAM10;PRPF4B;VRK1;OXSR1;PTK2;GNPTG;MELK;CREB1;TAF4B;ULK1;SIK2;TAF1,Wt1,skipping,576,GO_Biological_Process_2023
Protein Modification Process (GO:0036211),39/711,0.03563632999090566,2.0266028198989092,18.70658354826914,MTMR3;CCNT1;JADE1;PRKAG2;MTMR4;CDC14B;PORCN;IRAK1;STK38;CHEK1;MAP4K5;MARK3;ST3GAL3;CDK18;PPP1R12A;COG7;CHUK;STRADA;MCRS1;LIMK2;DAPK3;PRKCD;PPP2R5B;ALG3;ADAM10;PRPF4B;VRK1;OXSR1;JMJD7;PTK2;SSH1;MELK;CREB1;MGAT4B;TAF4B;ULK1;SIK2;ATG4D;TAF1,Wt1,skipping,576,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),20/268,0.03563632999090566,2.7813877929914135,25.452689843110196,SUV39H2;HDAC5;PBRM1;TCF7L1;MCRS1;EHMT1;BAZ2B;MYSM1;UCHL5;HCFC1;GATAD2A;NAP1L4;TAF6L;CECR2;CHEK1;GET1;BCOR;HDGFL3;BPTF;KDM6A,Wt1,skipping,576,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),205/5175,2.345618901990601e-5,1.6069842233996974,25.791209575393513,ATF2;TFRC;EHMT2;RTCA;EHMT1;GPATCH8;ALKBH1;CHEK1;FAM53A;RNF111;ABT1;MBNL1;COG7;ESCO1;SLC35C2;DAPK3;PRKCD;IFRD1;RECQL;AP1B1;ARMC8;JMJD7;HCFC1;SRFBP1;SIK2;KIF20B;ANKRA2;PDXDC1;SRCAP;TEX264;BAZ2B;UBE2J2;PRDX5;RACGAP1;PATZ1;ATRIP;CDK18;ZRANB1;CDC7;PTK2;NR2F6;MLLT10;STAG1;TDP2;AGO2;PPT1;GTF2IRD1;CEP57;RPAIN;SETD5;SUV39H2;SETD2;INTS14;MED15;CLINT1;ARIH2;SREBF1;GRIPAP1;PBRM1;STRADA;PABPC4;PPRC1;RBSN;UCHL5;TOPORS;SIRT3;TAF6L;NCOR1;SLTM;RARB;MOCS1;SGMS1;DLST;CENPA;ARVCF;EXOSC1;NKTR;BRD4;CENPU;TRMT10B;MYEF2;MGMT;MCRS1;MLH1;APTX;TARBP2;GATAD2A;RNF146;ITCH;SRRD;TTC3;ZYX;SCARB1;DBR1;CCNT2;CCNT1;RTKN2;JADE1;INPPL1;UBP1;RPL10A;CDC14B;EIF4ENIF1;CHP1;KMT5B;MTPAP;SLC30A9;TLE1;KMT5C;USP3;ADAM10;NOSIP;PRPF4B;VRK1;THOC7;TLE6;MAU2;HNRNPUL1;ADNP;HDGFL3;ANKRD17;BLM;GPATCH2L;PDS5B;TOR1AIP1;BAG6;HMBOX1;IRAK1;DEAF1;STK38;AP4S1;BPTF;LSM1;FANCE;AZIN1;NR4A1;DAB2;P4HA1;HOOK2;CNOT2;TAF4B;TCF3;NFE2L1;FGFR2;EIF4G1;AKAP8L;CEP164;ADAR;PIK3C2A;MYSM1;HK2;RESF1;SENP6;UBE2Q2;PPP6R3;SNAPC4;DNMT3B;GET1;KDM6A;EIF5A;ACTR2;SUN1;CDADC1;CEMIP2;AKTIP;PPP2R5B;PEX2;TRNAU1AP;OXSR1;REXO4;TRAF7;CREB1;SLC25A19;ESRP1;DNAJC5;SPOPL;DNAJC8;HDAC5;UHRF2;WBP2;DDX25;USP11;PNKP;MLLT3;CLCN3;CECR2;ZNRF1;NFS1;VPS53;TCF7L2;TCF7L1;RNGTT;ASCC1;LIMK2;DONSON;PTPN14;CHFR;NAP1L4;MYO1C;DOLPP1;DNAJA3;NAA16;BCOR;TNRC6A;TAF1,Wt1,skipping,576,GO_Cellular_Component_2023
